categoria,cat_url,app_name,card_url,before_open_url,new_tab_open_url,final_url
Games,https://tapps.center/games,"Nexus Dash
Dig, collect, escape, and earn.
OPEN",,https://tapps.center/application/nexusdash,https://t.me/NexusDashGameBot,https://tapps.center/games
Games,https://tapps.center/games,"Nexus Arena
A new dimension of real-time PvP Battles.
OPEN",,https://tapps.center/application/nexusarena,https://t.me/NexusArenaGameBot,https://tapps.center/games
Games,https://tapps.center/games,"Nexus Range
Telegram-native shooting range.
OPEN",,https://tapps.center/application/nexusrange,https://t.me/NexusRangeBot,https://tapps.center/games
Games,https://tapps.center/games,"Towerly
Drop blocks. Earn real TON.
OPEN",,https://tapps.center/application/towerly,https://t.me/TowerlyBot,https://tapps.center/games
Games,https://tapps.center/games,"BACKGAMMON.INK
Long BACKGAMMON with weekly TON prizes
OPEN",,https://tapps.center/application/backgammonink,https://t.me/backgammon_world_bot,https://tapps.center/games
Games,https://tapps.center/games,"MAFIOS
Classic Mafia on Telegram
OPEN",,https://tapps.center/application/mafios,https://t.me/mafiosgobot,https://tapps.center/games
Games,https://tapps.center/games,"StreetBoss
Build your street empire with TON
OPEN",,https://tapps.center/application/streetboss,https://t.me/StreetFinalBossBot,https://tapps.center/games
Games,https://tapps.center/games,"Feed & Flap
Earn TON playing chill game
OPEN",,https://tapps.center/application/feedandflap,https://t.me/feedandflap_bot,https://tapps.center/games
Games,https://tapps.center/games,"Balda
Place letters, build words, beat your friends
OPEN",,https://tapps.center/application/balda,https://t.me/BaldaAppBot,https://tapps.center/games
Games,https://tapps.center/games,"TonCheckers
Competitive checkers with TON rewards
OPEN",,https://tapps.center/application/toncheckers,https://t.me/Toncheckers_bot,https://tapps.center/games
Games,https://tapps.center/games,"Ronin Rise
The ultimate TON blockchain warrior game
OPEN",,https://tapps.center/application/roninrise,https://t.me/RoninRiseTONbot,https://tapps.center/games
Games,https://tapps.center/games,"Arcana: LAND
Strategy farming game
OPEN",,https://tapps.center/application/arcanaland,https://t.me/land_arcana_bot,https://tapps.center/games
Games,https://tapps.center/games,"TapRushPlay
PVP battles for TON
OPEN",,https://tapps.center/application/taprushplay,https://t.me/TapRushPlay_bot,https://tapps.center/games
Games,https://tapps.center/games,"Sudoly Sudoku
Classic Sudoku with daily challenges
OPEN",,https://tapps.center/application/sudolysudoku,https://t.me/sudoly_bot,https://tapps.center/games
Games,https://tapps.center/games,"Magik Games
Play For Free Earn For Real!
OPEN",,https://tapps.center/application/magikgames,https://t.me/MagikGamesBot,https://tapps.center/games
Games,https://tapps.center/games,"Quizomino
Trivia quiz battles in 10 languages
OPEN",,https://tapps.center/application/quizomino,https://t.me/QuizominoBot,https://tapps.center/games
Games,https://tapps.center/games,"Private Art: Collections
Become an art collector!
OPEN",,https://tapps.center/application/privateartcollections,https://t.me/privateart_bot,https://tapps.center/games
Games,https://tapps.center/games,"OneMoveGame
Climb leaderboard, Earn Ton
OPEN",,https://tapps.center/application/onemovegame,https://t.me/onemovegamebot,https://tapps.center/games
Games,https://tapps.center/games,"Let's Defense Kunk
One wrong card… and it’s game over.
OPEN",,https://tapps.center/application/letsdefensekunk,https://t.me/kingcup_red_bot,https://tapps.center/games
Games,https://tapps.center/games,"Starivo
Play games and earn Telegram Gifts
OPEN",,https://tapps.center/application/starivo,https://t.me/StarivoBot,https://tapps.center/games
Games,https://tapps.center/games,"GRAND BANG
Space Agency Simulator
OPEN",,https://tapps.center/application/grandbang,https://t.me/GrandBangBot,https://tapps.center/games
Games,https://tapps.center/games,"Crownville
Build kingdoms, raid rivals, win the crown
OPEN",,https://tapps.center/application/crownville,https://t.me/Crownvillebot,https://tapps.center/games
Games,https://tapps.center/games,"Tanki Online
Build your tank, fight in PvP battles, and level up
OPEN",,https://tapps.center/application/tankionline,https://t.me/tankionlinepvp_bot,https://tapps.center/games
Games,https://tapps.center/games,"BattleWord
Guess the word faster than your friend!
OPEN",,https://tapps.center/application/battleword,https://t.me/battleword_bot,https://tapps.center/games
Games,https://tapps.center/games,"Glitched Arena
Hardcore cyberpunk shooter and boss rush
OPEN",,https://tapps.center/application/glitchedarena,https://t.me/GlitchedArenaBot,https://tapps.center/games
Games,https://tapps.center/games,"AxolotlGame
Play minigame to earn!
OPEN",,https://tapps.center/application/axolotlgame,https://t.me/AxolotlGBot,https://tapps.center/games
Games,https://tapps.center/games,"DOGEN FARM
Merge Dogens, Earn & Rise to Gold
OPEN",,https://tapps.center/application/dogenfarm,https://t.me/DogenFarm_bot,https://tapps.center/games
Games,https://tapps.center/games,"Onet Classic
Fast paced tile matching puzzle
OPEN",,https://tapps.center/application/onetclassic,https://t.me/OnetClassicBot,https://tapps.center/games
Games,https://tapps.center/games,"Fishing Fish
Catch rare fish and upgrade gear
OPEN",,https://tapps.center/application/fishingfish,https://t.me/FishingFishMax_Bot,https://tapps.center/games
Games,https://tapps.center/games,"Gummy Match Puzzle
Classic gem matching puzzle game
OPEN",,https://tapps.center/application/gummymatchpuzzle,https://t.me/MujGemCrush_bot,https://tapps.center/games
Games,https://tapps.center/games,"Gridlock
Brain-teasing grid logic puzzle
OPEN",,https://tapps.center/application/gridlock,https://t.me/GridlockGameBot,https://tapps.center/games
Games,https://tapps.center/games,"PlayTRAiL
Gamified ownership simulation
OPEN",,https://tapps.center/application/playtrail,https://t.me/TRAIL_waitlistbot,https://tapps.center/games
Games,https://tapps.center/games,"The Last Grower
Post-apocalyptic pixel-art game
OPEN",,https://tapps.center/application/thelastgrower,https://t.me/TheLastGrowerBot,https://tapps.center/games
Games,https://tapps.center/games,"KeyBountyBlitz
Hunt for Lost Bitcoin Keys
OPEN",,https://tapps.center/application/keybountyblitz,https://t.me/KeyBountyBlitzBot,https://tapps.center/games
Games,https://tapps.center/games,"Hunter
Swing, climb and survive the vertical arcade
OPEN",,https://tapps.center/application/hunter,https://t.me/thehook_bot,https://tapps.center/games
Games,https://tapps.center/games,"Gifts Factory
A digital gift factory for a billion Telegram users
OPEN",,https://tapps.center/application/giftsfactory,https://t.me/gifts_factory_bot,https://tapps.center/games
Games,https://tapps.center/games,"SnakeMoney
Snake that brings money
OPEN",,https://tapps.center/application/snakemoney,https://t.me/SnakeMoneyGameBot,https://tapps.center/games
Games,https://tapps.center/games,"ECONIC
Merge buildings and earn crypto
OPEN",,https://tapps.center/application/econic,https://t.me/econiccitybot,https://tapps.center/games
Games,https://tapps.center/games,"TankwarTg
Welcome to TankWarTG
OPEN",,https://tapps.center/application/tankwartg,https://t.me/TankwarTg_bot,https://tapps.center/games
Games,https://tapps.center/games,"Crossword Puzzle
Unscramble letters, solve anagrams, and compete with players gl",,https://tapps.center/application/crosswordpuzzle,https://t.me/crosswordofficialbot,https://tapps.center/games
Games,https://tapps.center/games,"Top Rocket Express
Build rockets, earn rewards!
OPEN",,https://tapps.center/application/toprocketexpress,https://t.me/toprocketbot,https://tapps.center/games
Games,https://tapps.center/games,"MafiaGram
Test your intuition now
OPEN",,https://tapps.center/application/mafiagram,https://t.me/mafiagram_bot,https://tapps.center/games
Games,https://tapps.center/games,"HexDrop
Merge hexagons, climb the leaderboard, earn HEXoin
OPEN",,https://tapps.center/application/hexdrop,https://t.me/hexdropbot/,https://tapps.center/games
Games,https://tapps.center/games,"Nitro Drag Royale
The fastest PvP crash tournament
OPEN",,https://tapps.center/application/nitrodragroyale,https://t.me/NitroDragRoyaleBot,https://tapps.center/games
Games,https://tapps.center/games,"Tap Champions
Fantasy RPG clicker
OPEN",,https://tapps.center/application/tapchampions,https://t.me/TapChampionsBot,https://tapps.center/games
Games,https://tapps.center/games,"Gifts Merge
Just play now!
OPEN",,https://tapps.center/application/giftsmerge,https://t.me/giftsmerge_bot,https://tapps.center/games
Games,https://tapps.center/games,"Rise of Cinder Duck
Run Shops, Gear Up, Earn Crypto
OPEN",,https://tapps.center/application/riseofcinderduck,https://t.me/RCD_Web3_bot,https://tapps.center/games
Games,https://tapps.center/games,"iTerra
Epic Viking Conquest Awaits You
OPEN",,https://tapps.center/application/iterra,https://t.me/TheiTerra_bot,https://tapps.center/games
Games,https://tapps.center/games,"Gem Quest
Match gems, conquer magical worlds
OPEN",,https://tapps.center/application/gemquest,https://t.me/gem_quest_bot,https://tapps.center/games
Games,https://tapps.center/games,"NEON PULSE COLLECTOR
Real time arcade game with TON powered upgrades
OPEN",,https://tapps.center/application/neonpulsecollector,https://t.me/neonpulsecollector_bot,https://tapps.center/games
Games,https://tapps.center/games,"ZooClash
Wild Card Battles
OPEN",,https://tapps.center/application/zooclash,https://t.me/ZooClashBot,https://tapps.center/games
Games,https://tapps.center/games,"Synaptizy
Train your brain and get TON!
OPEN",,https://tapps.center/application/synaptizy,https://t.me/Synaptizy_bot,https://tapps.center/games
Games,https://tapps.center/games,"TON Dungeon
Battle monsters, collect loot and earn rewards
OPEN",,https://tapps.center/application/tondungeon,https://t.me/tondungeon_app_bot,https://tapps.center/games
Games,https://tapps.center/games,"2048+#
It's more than 2048, so just call it 2048+#
OPEN",,https://tapps.center/application/2048plus,https://t.me/dee2048_bot,https://tapps.center/games
Games,https://tapps.center/games,"Tiger Princess
Logic puzzles. Lady or Tiger?
OPEN",,https://tapps.center/application/tigerprincess,https://t.me/tigerprincess_bot,https://tapps.center/games
Games,https://tapps.center/games,"BingoTon
Free Bingo. Win Real TON Every Week.
OPEN",,https://tapps.center/application/bingoton,https://t.me/TheBingoTON_bot,https://tapps.center/games
Games,https://tapps.center/games,"Timer
Stop the timer at exactly 10.00
OPEN",,https://tapps.center/application/timer,https://t.me/timerGame_bot,https://tapps.center/games
Games,https://tapps.center/games,"DecrypTON
TON wallet contest: intelligence, speed and precision win
OPEN",,https://tapps.center/application/decrypton,https://t.me/DecrypTON_Bot,https://tapps.center/games
Games,https://tapps.center/games,"Bawzi: Fun Multiplayer Games
Play Games with Friends
OPEN",,https://tapps.center/application/bawzi,https://t.me/BawziBot,https://tapps.center/games
Games,https://tapps.center/games,"TON Quiz
Take quizzes, level up, and unlock achievements
OPEN",,https://tapps.center/application/tonquiz,https://t.me/ton_quiz_official_bot,https://tapps.center/games
Games,https://tapps.center/games,"Bait Island
Fish, Farm and Earn TON
OPEN",,https://tapps.center/application/baitisland,https://t.me/BaitIslandBot,https://tapps.center/games
Games,https://tapps.center/games,"Fake or Fact
Fast fact-check trivia game
OPEN",,https://tapps.center/application/fakeorfact,https://t.me/fakeorfactgame_bot,https://tapps.center/games
Games,https://tapps.center/games,"Games of TON
Casino games using only Telegram Stars
OPEN",,https://tapps.center/application/gamesofton,https://t.me/provably_fair_bot,https://tapps.center/games
Games,https://tapps.center/games,"Wordmania
Fast word puzzle game
OPEN",,https://tapps.center/application/wordmania,https://t.me/wordmania_app_bot,https://tapps.center/games
Games,https://tapps.center/games,"AstroHop
Navigate asteroids and multiply your winnings
OPEN",,https://tapps.center/application/astrohop,https://t.me/Astro_Hop_Bot,https://tapps.center/games
Games,https://tapps.center/games,"ALPHA Husky
RPG App: Missions, Pets, Loot leveling
OPEN",,https://tapps.center/application/alphahusky,https://t.me/Alpha_husky_bot,https://tapps.center/games
Games,https://tapps.center/games,"Rock Scissors Paper
Earn TON playing Rock-Paper-Scissors
OPEN",,https://tapps.center/application/rockscissorspaper,https://t.me/rock_scissors_paper_ton_bot,https://tapps.center/games
Games,https://tapps.center/games,"ARX Battle
Tower Defense in Telegram!
OPEN",,https://tapps.center/application/arxbattle,https://t.me/arx_battle_bot,https://tapps.center/games
Games,https://tapps.center/games,"Hokm Online
Most famous persian card game!
OPEN",,https://tapps.center/application/hokmonline,https://t.me/HokmOnlineGameBot,https://tapps.center/games
Games,https://tapps.center/games,"Level Legends
Rogue-lite game. Kill bosses, earn Tokens, become a legend!
OPEN",,https://tapps.center/application/levellegends,https://t.me/level_legends_bot,https://tapps.center/games
Games,https://tapps.center/games,"PixelDuelGallery
Create world masterpieces of art in TON
OPEN",,https://tapps.center/application/pixelduelgallery,https://t.me/PixelDuelGallery_bot,https://tapps.center/games
Games,https://tapps.center/games,"FantasyNBA
Fantasy NBA on TON
OPEN",,https://tapps.center/application/fantasynba,https://t.me/FantasyNBALeaguesbot,https://tapps.center/games
Games,https://tapps.center/games,"Card Royal: Poker & Slots
Premium Texas Hold'em and SNG Poker
OPEN",,https://tapps.center/application/cardroyalpokerandslots,https://t.me/TMS_Card_Royal_bot,https://tapps.center/games
Games,https://tapps.center/games,"IQcoin
Earn Rewards for Intelligence
OPEN",,https://tapps.center/application/i-qcoin,https://t.me/IQcoinApp_Bot,https://tapps.center/games
Games,https://tapps.center/games,"DetectivePuzzles
Detective Puzzles - Daily Logic Games
OPEN",,https://tapps.center/application/detectivepuzzles,https://t.me/DetectivePuzzlesBot,https://tapps.center/games
Games,https://tapps.center/games,"Crybble Wars
Absorb crypto bubbles, claim rewards
OPEN",,https://tapps.center/application/crybblewars,https://t.me/crybblegame_bot,https://tapps.center/games
Games,https://tapps.center/games,"Arena: RPS Clash
RPS duels & TON rewards
OPEN",,https://tapps.center/application/arenarpsclash,https://t.me/ArenaMatchBot,https://tapps.center/games
Games,https://tapps.center/games,"The Team Test
Team Test is a cooperative game for four players.
OPEN",,https://tapps.center/application/teamtest,https://t.me/theteamtestbot,https://tapps.center/games
Games,https://tapps.center/games,"TON Raids
Real-time TON raid battles
OPEN",,https://tapps.center/application/tonraids,https://t.me/tonraidsbot,https://tapps.center/games
Games,https://tapps.center/games,"8Bit
Your Portal to the Next-Level Arcade Universe
OPEN",,https://tapps.center/application/8bit,https://t.me/arcadelabs_bot,https://tapps.center/games
Games,https://tapps.center/games,"ChatGalaTON
A universe inside Telegram
OPEN",,https://tapps.center/application/chatgalaton,https://t.me/chatgalatone_bot,https://tapps.center/games
Games,https://tapps.center/games,"MERGEON
Merge items, level up, earn rewards
OPEN",,https://tapps.center/application/mergeon,https://t.me/mergeonbot,https://tapps.center/games
Games,https://tapps.center/games,"Monogram
Play Monopoly online with friends
OPEN",,https://tapps.center/application/monogram,https://t.me/mono_gram_bot,https://tapps.center/games
Games,https://tapps.center/games,"Escape Coin
Exciting endless runner game with upgrades
OPEN",,https://tapps.center/application/escapecoin,https://t.me/escapecoinbot,https://tapps.center/games
Games,https://tapps.center/games,"Rocket Case
Telegram NFT Gifts Game
OPEN",,https://tapps.center/application/rocketcase,https://t.me/RocketCaseBot,https://tapps.center/games
Games,https://tapps.center/games,"Crypto Fisher
Catch fish and earn USDT
OPEN",,https://tapps.center/application/cryptofisher,https://t.me/CryptoFisher2026Bot,https://tapps.center/games
Games,https://tapps.center/games,"Fishing
Catch the fish, Win real cash.
OPEN",,https://tapps.center/application/fishing,https://t.me/FishingInBot,https://tapps.center/games
Games,https://tapps.center/games,"Anime arena
Anime-style RPG game
OPEN",,https://tapps.center/application/animearena,https://t.me/aa_dark_bot,https://tapps.center/games
Games,https://tapps.center/games,"FlyingFox
Competitive Skill-to-Earn Game
OPEN",,https://tapps.center/application/flyingfox,https://t.me/flyingfoxappbot,https://tapps.center/games
Games,https://tapps.center/games,"web3islands
HOUSES and other DIGITAL assets in the cozy web3islands metaverse. Q",,https://tapps.center/application/web3islands,https://t.me/web3islands_bot,https://tapps.center/games
Games,https://tapps.center/games,"Block Canvas
Classic addictive block puzzle game
OPEN",,https://tapps.center/application/blockcanvas,https://t.me/blockcanvasbot,https://tapps.center/games
Games,https://tapps.center/games,"MAFIA ONLINE
Multiplayer Social Mafia Game
OPEN",,https://tapps.center/application/mafiaonline,https://t.me/GeimingChats_bot,https://tapps.center/games
Games,https://tapps.center/games,"Orbit Wars
Dominate the cosmic void
OPEN",,https://tapps.center/application/orbitwars,https://t.me/OrbitWarsBot,https://tapps.center/games
Games,https://tapps.center/games,"QuadRoyal
Match patterns & win real TON prizes
OPEN",,https://tapps.center/application/quadroyal,https://t.me/QuadRoyalBot,https://tapps.center/games
Games,https://tapps.center/games,"SURGE
Crypto Prediction Game - Swipe for Big Rewards!
OPEN",,https://tapps.center/application/surge,https://t.me/wesurgenowbot,https://tapps.center/games
Games,https://tapps.center/games,"Crypto Millionaire Quiz
Learn finance through play
OPEN",,https://tapps.center/application/cryptomillionairequiz,https://t.me/crypto_millionaire_quiz_bot,https://tapps.center/games
Games,https://tapps.center/games,"DeckForge
Free-to-play MMO roguelike card battler
OPEN",,https://tapps.center/application/deckforge,https://t.me/DeckForgeGame_bot,https://tapps.center/games
Games,https://tapps.center/games,"Block Puzzles
Logic puzzle game
OPEN",,https://tapps.center/application/blockpuzzles,https://t.me/tg_games_nik_bot,https://tapps.center/games
Games,https://tapps.center/games,"Call of Odin's Chosen
VWA game
OPEN",,https://tapps.center/application/callofodinschosen,https://t.me/COC_Web3_bot,https://tapps.center/games
Games,https://tapps.center/games,"CATBOMB
Idle Cat Army Battles Collect & Earn
OPEN",,https://tapps.center/application/catbomb,https://t.me/catbomb_bot,https://tapps.center/games
Games,https://tapps.center/games,"Gift Phase
Play solo or PVP and win gifts faster than ever!
OPEN",,https://tapps.center/application/giftphase,https://t.me/giftphasebot,https://tapps.center/games
Games,https://tapps.center/games,"Boxium
Play to win NFT gifts
OPEN",,https://tapps.center/application/boxium,https://t.me/boxiumbot,https://tapps.center/games
Games,https://tapps.center/games,"Idle Legion
Join the Mushroom Troop, defeat foes and conquer the world!
OPEN",,https://tapps.center/application/idlelegion,https://t.me/idlelegion_bot,https://tapps.center/games
Games,https://tapps.center/games,"TowerGame
PlayTowerGame wisely, earn ton
OPEN",,https://tapps.center/application/towergame,https://t.me/TGCoinTower_bot,https://tapps.center/games
Games,https://tapps.center/games,"Ezzz Skin
Win top CS2 skins
OPEN",,https://tapps.center/application/ezzzskin,https://t.me/ezzzskinbot,https://tapps.center/games
Games,https://tapps.center/games,"Kokoronoki
Merge to reveal collectible art on TON
OPEN",,https://tapps.center/application/kokoronoki,https://t.me/KokoronoKi_bot,https://tapps.center/games
Games,https://tapps.center/games,"TON For Speed
Racing game in Telegram
OPEN",,https://tapps.center/application/tonforspeed,https://t.me/tonforspeed_bot,https://tapps.center/games
Games,https://tapps.center/games,"Holos | Pokémon Mystery Packs
Pokémon Real Card Trading
OPEN",,https://tapps.center/application/holos,https://t.me/HolosTon_bot,https://tapps.center/games
Games,https://tapps.center/games,"TonLounge
Dota2 & CS pools on TON. Play with TON & TG Gifts & Stars
OPEN",,https://tapps.center/application/tonlounge,https://t.me/tonloungebot,https://tapps.center/games
Games,https://tapps.center/games,"Looty - Free Case Every Day
Looty is your chance win unique Telegram gifts!
OPEN",,https://tapps.center/application/looty,https://t.me/looty_app_bot,https://tapps.center/games
Games,https://tapps.center/games,"Qzino App
The Future of iGaming
OPEN",,https://tapps.center/application/qzinoapp,https://t.me/qzino_official_bot,https://tapps.center/games
Games,https://tapps.center/games,"Boxing Manager
Join us and create your champion
OPEN",,https://tapps.center/application/boxingmanager,https://t.me/boxing_manager_bot,https://tapps.center/games
Games,https://tapps.center/games,"Skinroll - CS2 Cases & Skins
CS2 Free Cases & Skins Battle, Upgrade, Contract
OP",,https://tapps.center/application/skinroll,https://t.me/skinroll_bot,https://tapps.center/games
Games,https://tapps.center/games,"DOTA 2 CASES
Free Dota 2 cases for tasks
OPEN",,https://tapps.center/application/dota2cases,https://t.me/dota2cases_bot,https://tapps.center/games
Games,https://tapps.center/games,"SolitaireTG
Competitive twist on a classic game!
OPEN",,https://tapps.center/application/solitairetg,https://t.me/TonSolitaireBot,https://tapps.center/games
Games,https://tapps.center/games,"7 Wonders of Words
Solve words, build wonders, explore the world!
OPEN",,https://tapps.center/application/7wondersofwords,https://t.me/seven_wow_bot,https://tapps.center/games
Games,https://tapps.center/games,"Poketon
Stickers War
OPEN",,https://tapps.center/application/poketon,https://t.me/Poketonpxp_bot,https://tapps.center/games
Games,https://tapps.center/games,"Evil Coin
Fight evil. Steal its money. A new adventure awaits.
OPEN",,https://tapps.center/application/evilcoin,https://t.me/evil_coin_bot,https://tapps.center/games
Games,https://tapps.center/games,"Memorix
Train your memory and focus
OPEN",,https://tapps.center/application/memorix,https://t.me/memorix_game_bot,https://tapps.center/games
Games,https://tapps.center/games,"GGS Chess PvP
Сhess against other players for Telegram stars
OPEN",,https://tapps.center/application/ggschesspvp,https://t.me/Ggschessbot,https://tapps.center/games
Games,https://tapps.center/games,"TiltPlay
Win rewards by playing bite-sized games
OPEN",,https://tapps.center/application/tiltplay,https://t.me/TiltPlayBot,https://tapps.center/games
Games,https://tapps.center/games,"Rusted Roulette
An exciting P2E roulette game
OPEN",,https://tapps.center/application/rustedroulette,https://t.me/Rusted_Roulette_Game_Bot,https://tapps.center/games
Games,https://tapps.center/games,"katazero
One Grid. Infinite Glory. All Yours. Road to Grandmaster.
OPEN",,https://tapps.center/application/katazero,https://t.me/katazerobot,https://tapps.center/games
Games,https://tapps.center/games,"Nomka
Competitive arcade with NMK rewards and VIP quests
OPEN",,https://tapps.center/application/nomka,https://t.me/NomkaFunbot,https://tapps.center/games
Games,https://tapps.center/games,"Ruby Rush
Play Ruby Rush, collect gems!
OPEN",,https://tapps.center/application/rubyrush,https://t.me/ruby_rush_bot,https://tapps.center/games
Games,https://tapps.center/games,"AIvanced
Walk, Learn, Battle, Evolve
OPEN",,https://tapps.center/application/aivanced,https://t.me/AivancedBot,https://tapps.center/games
